"threshold","percentile_sum","cumulative_sum"
0.0629,13516,689504742
0.063,13434,689491226
0.0631,13184,689477792
0.0632,13742,689464608
0.0633,13539,689450866
0.0634,13663,689437327
0.0635,13500,689423664
0.0636,13848,689410164
0.0637,14204,689396316
0.0638,13911,689382112
0.0639,13891,689368201
0.064,14362,689354310
0.0641,14032,689339948
0.0642,14127,689325916
0.0643,14515,689311789
0.0644,14644,689297274
0.0645,14298,689282630
0.0646,14778,689268332
0.0647,14958,689253554
0.0648,15034,689238596
0.0649,14936,689223562
0.065,15367,689208626
0.0651,15359,689193259
0.0652,15278,689177900
0.0653,15559,689162622
0.0654,15419,689147063
0.0655,15757,689131644
0.0656,15686,689115887
0.0657,15563,689100201
0.0658,15793,689084638
0.0659,15709,689068845
0.066,15609,689053136
0.0661,16097,689037527
0.0662,15848,689021430
0.0663,15893,689005582
0.0664,16397,688989689
0.0665,16262,688973292
0.0666,16363,688957030
0.0667,16524,688940667
0.0668,16533,688924143
0.0669,16603,688907610
0.067,16668,688891007
0.0671,16652,688874339
0.0672,17002,688857687
0.0673,17122,688840685
0.0674,17205,688823563
0.0675,17018,688806358
0.0676,17461,688789340
0.0677,17352,688771879
0.0678,17614,688754527
0.0679,17529,688736913
0.068,17847,688719384
0.0681,18138,688701537
0.0682,17600,688683399
0.0683,18030,688665799
0.0684,18292,688647769
0.0685,17877,688629477
0.0686,18226,688611600
0.0687,18154,688593374
0.0688,18589,688575220
0.0689,18647,688556631
0.069,18870,688537984
0.0691,18729,688519114
0.0692,19301,688500385
0.0693,19140,688481084
0.0694,18900,688461944
0.0695,19142,688443044
0.0696,19531,688423902
0.0697,19501,688404371
0.0698,19627,688384870
0.0699,19783,688365243
0.07,19749,688345460
0.0701,20128,688325711
0.0702,19995,688305583
0.0703,20128,688285588
0.0704,20120,688265460
0.0705,20573,688245340
0.0706,20375,688224767
0.0707,20920,688204392
0.0708,20620,688183472
0.0709,20917,688162852
0.071,21242,688141935
0.0711,21525,688120693
0.0712,21033,688099168
0.0713,21132,688078135
0.0714,21474,688057003
0.0715,21437,688035529
0.0716,21852,688014092
0.0717,21923,687992240
0.0718,21952,687970317
0.0719,21543,687948365
0.072,21938,687926822
0.0721,22324,687904884
0.0722,22270,687882560
0.0723,22432,687860290
0.0724,22807,687837858
0.0725,22688,687815051
0.0726,22985,687792363
0.0727,22876,687769378
0.0728,22989,687746502
0.0729,22979,687723513
0.073,23418,687700534
0.0731,23327,687677116
0.0732,23549,687653789
0.0733,23781,687630240
0.0734,23914,687606459
0.0735,24046,687582545
0.0736,23883,687558499
0.0737,24242,687534616
0.0738,24069,687510374
0.0739,24588,687486305
0.074,24602,687461717
0.0741,24980,687437115
0.0742,24520,687412135
0.0743,24710,687387615
0.0744,24747,687362905
0.0745,25288,687338158
0.0746,25076,687312870
0.0747,25693,687287794
0.0748,25001,687262101
0.0749,25325,687237100
0.075,25768,687211775
0.0751,26025,687186007
0.0752,25717,687159982
0.0753,25889,687134265
0.0754,26149,687108376
0.0755,26111,687082227
0.0756,26387,687056116
0.0757,26413,687029729
0.0758,26704,687003316
0.0759,26389,686976612
0.076,26651,686950223
0.0761,26746,686923572
0.0762,27433,686896826
0.0763,27070,686869393
0.0764,26967,686842323
0.0765,27353,686815356
0.0766,27610,686788003
0.0767,28036,686760393
0.0768,28028,686732357
0.0769,27965,686704329
0.077,28193,686676364
0.0771,28365,686648171
0.0772,28779,686619806
0.0773,28654,686591027
0.0774,28386,686562373
0.0775,28105,686533987
0.0776,28829,686505882
0.0777,29222,686477053
0.0778,28999,686447831
0.0779,28863,686418832
0.078,29517,686389969
0.0781,29853,686360452
0.0782,29651,686330599
0.0783,29794,686300948
0.0784,30029,686271154
0.0785,30122,686241125
0.0786,30634,686211003
0.0787,30478,686180369
0.0788,30569,686149891
0.0789,30286,686119322
0.079,30967,686089036
0.0791,31388,686058069
0.0792,30626,686026681
0.0793,31364,685996055
0.0794,31830,685964691
0.0795,31406,685932861
0.0796,31973,685901455
0.0797,32162,685869482
0.0798,31586,685837320
0.0799,32355,685805734
0.08,31877,685773379
0.0801,32390,685741502
0.0802,32437,685709112
0.0803,32449,685676675
0.0804,32912,685644226
0.0805,32875,685611314
0.0806,33005,685578439
0.0807,32916,685545434
0.0808,33588,685512518
0.0809,33390,685478930
0.081,33797,685445540
0.0811,33368,685411743
0.0812,33292,685378375
0.0813,33948,685345083
0.0814,34273,685311135
0.0815,33723,685276862
0.0816,34551,685243139
0.0817,34161,685208588
0.0818,34744,685174427
0.0819,34542,685139683
0.082,34394,685105141
0.0821,35169,685070747
0.0822,35476,685035578
0.0823,35071,685000102
0.0824,35273,684965031
0.0825,35894,684929758
0.0826,35887,684893864
0.0827,35635,684857977
0.0828,36287,684822342
0.0829,36656,684786055
0.083,36408,684749399
0.0831,36452,684712991
0.0832,36647,684676539
0.0833,36510,684639892
0.0834,37291,684603382
0.0835,36855,684566091
0.0836,36812,684529236
0.0837,37473,684492424
0.0838,37388,684454951
0.0839,37369,684417563
0.084,38164,684380194
0.0841,37715,684342030
0.0842,37888,684304315
0.0843,37590,684266427
0.0844,38412,684228837
0.0845,38285,684190425
0.0846,38775,684152140
0.0847,38636,684113365
0.0848,39129,684074729
0.0849,39348,684035600
0.085,39197,683996252
0.0851,39370,683957055
0.0852,39504,683917685
0.0853,39355,683878181
0.0854,39570,683838826
0.0855,39876,683799256
0.0856,40288,683759380
0.0857,40009,683719092
0.0858,40383,683679083
0.0859,40057,683638700
0.086,40614,683598643
0.0861,40414,683558029
0.0862,41321,683517615
0.0863,41333,683476294
0.0864,40778,683434961
0.0865,41478,683394183
0.0866,41244,683352705
0.0867,41292,683311461
0.0868,41320,683270169
0.0869,42426,683228849
0.087,42171,683186423
0.0871,42036,683144252
0.0872,41921,683102216
0.0873,42560,683060295
0.0874,42945,683017735
0.0875,42638,682974790
0.0876,43352,682932152
0.0877,43280,682888800
0.0878,43283,682845520
0.0879,43475,682802237
0.088,43399,682758762
0.0881,44002,682715363
0.0882,43809,682671361
0.0883,43738,682627552
0.0884,44491,682583814
0.0885,44128,682539323
0.0886,44421,682495195
0.0887,44741,682450774
0.0888,45211,682406033
0.0889,44793,682360822
0.089,44941,682316029
0.0891,45729,682271088
0.0892,45174,682225359
0.0893,45607,682180185
0.0894,45693,682134578
0.0895,45756,682088885
0.0896,46066,682043129
0.0897,45727,681997063
0.0898,46217,681951336
0.0899,46739,681905119
0.09,46598,681858380
0.0901,46658,681811782
0.0902,46970,681765124
0.0903,46733,681718154
0.0904,47546,681671421
0.0905,46853,681623875
0.0906,47756,681577022
0.0907,47991,681529266
0.0908,47901,681481275
0.0909,48103,681433374
0.091,48249,681385271
0.0911,47933,681337022
0.0912,48628,681289089
0.0913,47971,681240461
0.0914,48593,681192490
0.0915,49019,681143897
0.0916,48340,681094878
0.0917,49092,681046538
0.0918,49146,680997446
0.0919,49613,680948300
0.092,49672,680898687
0.0921,48980,680849015
0.0922,49553,680800035
0.0923,50090,680750482
0.0924,49928,680700392
0.0925,50106,680650464
0.0926,50219,680600358
0.0927,50297,680550139
0.0928,51276,680499842
0.0929,50789,680448566
0.093,50952,680397777
0.0931,51813,680346825
0.0932,51280,680295012
0.0933,52082,680243732
0.0934,51730,680191650
0.0935,51251,680139920
0.0936,51991,680088669
0.0937,51752,680036678
0.0938,51942,679984926
0.0939,52221,679932984
0.094,52724,679880763
0.0941,52880,679828039
0.0942,52780,679775159
0.0943,52817,679722379
0.0944,52890,679669562
0.0945,53635,679616672
0.0946,53271,679563037
0.0947,53858,679509766
0.0948,54011,679455908
0.0949,53961,679401897
0.095,53913,679347936
0.0951,53945,679294023
0.0952,53966,679240078
0.0953,54369,679186112
0.0954,54071,679131743
0.0955,54094,679077672
0.0956,54811,679023578
0.0957,55575,678968767
0.0958,54982,678913192
0.0959,54884,678858210
0.096,56065,678803326
0.0961,55729,678747261
0.0962,56270,678691532
0.0963,56133,678635262
0.0964,56438,678579129
0.0965,55964,678522691
0.0966,55820,678466727
0.0967,56338,678410907
0.0968,57328,678354569
0.0969,56505,678297241
0.097,57005,678240736
0.0971,57412,678183731
0.0972,58054,678126319
0.0973,57671,678068265
0.0974,57871,678010594
0.0975,58172,677952723
0.0976,57902,677894551
0.0977,58320,677836649
0.0978,58886,677778329
0.0979,58708,677719443
0.098,58747,677660735
0.0981,59246,677601988
0.0982,58811,677542742
0.0983,59636,677483931
0.0984,59807,677424295
0.0985,59670,677364488
0.0986,59902,677304818
0.0987,59931,677244916
0.0988,59443,677184985
0.0989,60702,677125542
0.099,60275,677064840
0.0991,60718,677004565
0.0992,60348,676943847
0.0993,60436,676883499
0.0994,60934,676823063
0.0995,60527,676762129
0.0996,61276,676701602
0.0997,61650,676640326
0.0998,61815,676578676
0.0999,61046,676516861
0.1,62116,676455815
0.1001,62052,676393699
0.1002,62383,676331647
0.1003,62382,676269264
0.1004,61609,676206882
0.1005,62357,676145273
0.1006,62975,676082916
0.1007,63168,676019941
0.1008,62653,675956773
0.1009,63209,675894120
0.101,63698,675830911
0.1011,63954,675767213
0.1012,63551,675703259
0.1013,64359,675639708
0.1014,63803,675575349
0.1015,64759,675511546
0.1016,64488,675446787
0.1017,64400,675382299
0.1018,65167,675317899
0.1019,64513,675252732
0.102,65171,675188219
0.1021,65145,675123048
0.1022,65758,675057903
0.1023,65652,674992145
0.1024,66004,674926493
0.1025,65375,674860489
0.1026,65904,674795114
0.1027,65615,674729210
0.1028,66305,674663595
0.1029,67392,674597290
0.103,66624,674529898
0.1031,67492,674463274
0.1032,66729,674395782
0.1033,67163,674329053
0.1034,67888,674261890
0.1035,66388,674194002
0.1036,67381,674127614
0.1037,67889,674060233
0.1038,68026,673992344
0.1039,67662,673924318
0.104,68442,673856656
0.1041,68924,673788214
0.1042,68753,673719290
0.1043,68321,673650537
0.1044,68561,673582216
0.1045,69079,673513655
0.1046,69163,673444576
0.1047,69523,673375413
0.1048,69004,673305890
0.1049,69893,673236886
0.105,69737,673166993
0.1051,70895,673097256
0.1052,69725,673026361
0.1053,69341,672956636
0.1054,70435,672887295
0.1055,70439,672816860
0.1056,70971,672746421
0.1057,70557,672675450
0.1058,70404,672604893
0.1059,70830,672534489
0.106,70996,672463659
0.1061,71461,672392663
0.1062,71547,672321202
0.1063,71897,672249655
0.1064,71502,672177758
0.1065,71926,672106256
0.1066,73103,672034330
0.1067,72028,671961227
0.1068,72104,671889199
0.1069,73002,671817095
0.107,73226,671744093
0.1071,72096,671670867
0.1072,73339,671598771
0.1073,73252,671525432
0.1074,73906,671452180
0.1075,73577,671378274
0.1076,73306,671304697
0.1077,73616,671231391
0.1078,74638,671157775
0.1079,74668,671083137
0.108,74414,671008469
0.1081,75025,670934055
0.1082,74446,670859030
0.1083,75307,670784584
0.1084,75737,670709277
0.1085,74989,670633540
0.1086,74591,670558551
0.1087,76049,670483960
0.1088,76074,670407911
0.1089,75449,670331837
0.109,75777,670256388
0.1091,75911,670180611
0.1092,76812,670104700
0.1093,76737,670027888
0.1094,76863,669951151
0.1095,77196,669874288
0.1096,76731,669797092
0.1097,76856,669720361
0.1098,77315,669643505
0.1099,77053,669566190
0.11,77662,669489137
0.1101,78053,669411475
0.1102,78290,669333422
0.1103,77493,669255132
0.1104,78170,669177639
0.1105,77921,669099469
0.1106,78779,669021548
0.1107,77879,668942769
0.1108,79172,668864890
0.1109,79960,668785718
0.111,78707,668705758
0.1111,79381,668627051
0.1112,79328,668547670
0.1113,79932,668468342
0.1114,79682,668388410
0.1115,79654,668308728
0.1116,80265,668229074
0.1117,80468,668148809
0.1118,80759,668068341
0.1119,80102,667987582
0.112,79916,667907480
0.1121,80554,667827564
0.1122,81352,667747010
0.1123,80923,667665658
0.1124,80663,667584735
0.1125,81488,667504072
0.1126,81389,667422584
0.1127,81699,667341195
0.1128,82394,667259496
0.1129,82626,667177102
0.113,82306,667094476
0.1131,82913,667012170
0.1132,82519,666929257
0.1133,82820,666846738
0.1134,83143,666763918
0.1135,82502,666680775
0.1136,83442,666598273
0.1137,83972,666514831
0.1138,82857,666430859
0.1139,83916,666348002
0.114,83154,666264086
0.1141,84171,666180932
0.1142,84387,666096761
0.1143,83868,666012374
0.1144,84372,665928506
0.1145,84195,665844134
0.1146,85560,665759939
0.1147,84665,665674379
0.1148,84631,665589714
0.1149,85056,665505083
0.115,85232,665420027
0.1151,85439,665334795
0.1152,85132,665249356
0.1153,86099,665164224
0.1154,86037,665078125
0.1155,86767,664992088
0.1156,86390,664905321
0.1157,85989,664818931
0.1158,86523,664732942
0.1159,87249,664646419
0.116,86940,664559170
0.1161,87188,664472230
0.1162,87538,664385042
0.1163,87379,664297504
0.1164,87045,664210125
0.1165,87454,664123080
0.1166,88316,664035626
0.1167,87957,663947310
0.1168,88097,663859353
0.1169,87637,663771256
0.117,88651,663683619
0.1171,88622,663594968
0.1172,88723,663506346
0.1173,88780,663417623
0.1174,89849,663328843
0.1175,89433,663238994
0.1176,89336,663149561
0.1177,89755,663060225
0.1178,89520,662970470
0.1179,88846,662880950
0.118,89657,662792104
0.1181,90223,662702447
0.1182,91191,662612224
0.1183,91151,662521033
0.1184,91385,662429882
0.1185,90949,662338497
0.1186,90759,662247548
0.1187,90647,662156789
0.1188,91288,662066142
0.1189,91623,661974854
0.119,90972,661883231
0.1191,92585,661792259
0.1192,90967,661699674
0.1193,92102,661608707
0.1194,91989,661516605
0.1195,92538,661424616
0.1196,92047,661332078
0.1197,92703,661240031
0.1198,92324,661147328
0.1199,92815,661055004
0.12,92902,660962189
0.1201,93453,660869287
0.1202,93983,660775834
0.1203,93223,660681851
0.1204,93707,660588628
0.1205,93138,660494921
0.1206,93995,660401783
0.1207,93798,660307788
0.1208,94953,660213990
0.1209,95985,660119037
0.121,94402,660023052
0.1211,94475,659928650
0.1212,93648,659834175
0.1213,94688,659740527
0.1214,94505,659645839
0.1215,95110,659551334
0.1216,95289,659456224
0.1217,95466,659360935
0.1218,96691,659265469
0.1219,96395,659168778
0.122,96046,659072383
0.1221,96485,658976337
0.1222,95578,658879852
0.1223,95778,658784274
0.1224,97091,658688496
0.1225,97150,658591405
0.1226,96014,658494255
0.1227,97532,658398241
0.1228,96905,658300709
0.1229,97134,658203804
0.123,96862,658106670
0.1231,97485,658009808
0.1232,97949,657912323
0.1233,98086,657814374
0.1234,98116,657716288
0.1235,99288,657618172
0.1236,98711,657518884
0.1237,98377,657420173
0.1238,97608,657321796
0.1239,98985,657224188
0.124,99198,657125203
0.1241,98667,657026005
0.1242,98736,656927338
0.1243,99249,656828602
0.1244,100395,656729353
0.1245,99934,656628958
0.1246,99526,656529024
0.1247,99710,656429498
0.1248,100134,656329788
0.1249,100172,656229654
0.125,100137,656129482
0.1251,100074,656029345
0.1252,99823,655929271
0.1253,100767,655829448
0.1254,100894,655728681
0.1255,100932,655627787
0.1256,101497,655526855
0.1257,101475,655425358
0.1258,101284,655323883
0.1259,101700,655222599
0.126,101526,655120899
0.1261,102358,655019373
0.1262,101696,654917015
0.1263,102676,654815319
0.1264,103042,654712643
0.1265,104123,654609601
0.1266,103281,654505478
0.1267,102493,654402197
0.1268,101487,654299704
0.1269,103718,654198217
0.127,103965,654094499
0.1271,103293,653990534
0.1272,103609,653887241
0.1273,103596,653783632
0.1274,103991,653680036
0.1275,103602,653576045
